dwc:taxonID	dwc:parentNameUsageID	dwc:acceptedNameUsageID	dwc:originalNameUsageID	dwc:scientificNameID	dwc:datasetID	dwc:taxonomicStatus	dwc:taxonRank	dwc:scientificName	dwc:scientificNameAuthorship	col:notho	dwc:genericName	dwc:infragenericEpithet	dwc:specificEpithet	dwc:infraspecificEpithet	dwc:cultivarEpithet	dwc:nameAccordingTo	dwc:namePublishedIn	dwc:nomenclaturalCode	dwc:nomenclaturalStatus	dwc:taxonRemarks	dcterms:references
d2eed42f-4c14-4fbe-8456-14f5d67c575d		e4154e47-5f2a-4138-9958-35bc7abbd134		d2eed42f-4c14-4fbe-8456-14f5d67c575d		synonym	species	Stigmella discidia Schoorl & Wilkinson, 1986	Schoorl & Wilkinson, 1986		Stigmella		discidia				Nieukerken EJ van, Johansson R. Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera). Zoologische Mededelingen (Leiden) 61: 459-474. (1987).	ICZN			
21cd14aa-f4fd-42b5-b754-b8cc2be774d2		e4154e47-5f2a-4138-9958-35bc7abbd134		21cd14aa-f4fd-42b5-b754-b8cc2be774d2		misapplied	species	Stigmella distinguenda auct.			Stigmella		distinguenda					ICZN			
a90dc1b8-36ac-4969-8411-5c4a140df881		e4154e47-5f2a-4138-9958-35bc7abbd134		a90dc1b8-36ac-4969-8411-5c4a140df881		misapplied	species	Nepticula distinguenda auct.			Nepticula		distinguenda					ICZN			
690b42e2-9772-432c-9677-603fd63bd3b8		e43039ae-e019-4a4c-b7ed-b192e60e85e0		690b42e2-9772-432c-9677-603fd63bd3b8		synonym	species	Nepticula tiliella Braun, 1912	Braun, 1912		Nepticula		tiliella				Braun AF. Notes on North American species of Nepticula, with descriptions of new species (Lepidoptera). Journal of the Cincinnati Society of Natural History 21: 84-101. (1912).	ICZN			
7dc27d24-4acc-44ef-aea9-993fcd3605a1		e471dc88-59db-4729-981a-5ac31e0a6bae		7dc27d24-4acc-44ef-aea9-993fcd3605a1		synonym	species	Nepticula elachistarcha Meyrick, 1934	Meyrick, 1934		Nepticula		elachistarcha				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 4: 449-480. (1934).	ICZN			
1740d62b-10d5-41c4-ab10-d939a2407ce3		ddaf845a-6b40-42f1-9dcd-a3781427e842		1740d62b-10d5-41c4-ab10-d939a2407ce3		synonym	species	Nepticula nylandriella (Tengström, 1848) Herrich-Schäffer, 1855	(Tengström, 1848) Herrich-Schäffer, 1855		Nepticula		nylandriella				Tengström JMJ. Bidrag till Finlands Fjäril-Fauna. Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar 1: 69-164. (1848).	ICZN			
47554198-473f-4b71-8aba-4961c6f028af		ddaf845a-6b40-42f1-9dcd-a3781427e842		47554198-473f-4b71-8aba-4961c6f028af		synonym	species	Nepticula aucupariella Porritt, 1883	Porritt, 1883		Nepticula		aucupariella				Porritt GT. List of Yorkshire Lepidoptera. Transactions of the Yorkshire Naturalist's Union, Series D Entomology 2: 1-198. doi: http://dx.doi.org/10.5962/bhl.title.7900. (1883).	ICZN			
8d329cba-3058-457c-8f53-b333df0eda45		ddaf845a-6b40-42f1-9dcd-a3781427e842		8d329cba-3058-457c-8f53-b333df0eda45		synonym	species	Lyonetia nylandriella Tengström, 1848	Tengström, 1848		Lyonetia		nylandriella				Tengström JMJ. Bidrag till Finlands Fjäril-Fauna. Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar 1: 69-164. (1848).	ICZN			
b44d8e46-e64d-4c84-b518-a16af762439e		ddaf845a-6b40-42f1-9dcd-a3781427e842		b44d8e46-e64d-4c84-b518-a16af762439e		synonym	species	Stigmella aucupariae (Frey, 1857) Beirne, 1945	(Frey, 1857) Beirne, 1945		Stigmella		aucupariae				Frey H. Revision der Nepticulen. Linnaea Entomologica 11: 351-446. (1857).	ICZN			
b20fd6fc-fcad-4cf8-8010-2bc1df6e20d0		ddaf845a-6b40-42f1-9dcd-a3781427e842		b20fd6fc-fcad-4cf8-8010-2bc1df6e20d0		synonym	species	Nepticula aucupariae Frey, 1857	Frey, 1857		Nepticula		aucupariae				Frey H. Revision der Nepticulen. Linnaea Entomologica 11: 351-446. (1857).	ICZN			
39991c47-0c1f-48fd-b20c-6c08da7ed51b		de8519e3-1afb-4273-96b3-ae0e99a773f8		39991c47-0c1f-48fd-b20c-6c08da7ed51b		synonym	species	Nepticula muricatella Klimesch, 1978	Klimesch, 1978		Nepticula		muricatella				Klimesch J. Beitrag zur Kenntnis der Nepticulidenfauna von Anatolien und der Insel Rhodos (Lepidoptera, Nepticulidae). Tijdschrift voor Entomologie 121: 239-278. doi: http://biostor.org/reference/49889. (1978).	ICZN			
5d3ce6e6-e798-4882-9795-80c1b8479466		defec7f4-7fed-49f1-8aac-e3fc8bdcc9a1		5d3ce6e6-e798-4882-9795-80c1b8479466		synonym	species	Stigmella gracilipae Hirano, 2014	Hirano, 2014		Stigmella		gracilipae				Nieukerken EJ van, Doorenweerd C, Hoare RJB, Davis DR. Revised classification and catalogue of global Nepticulidae and Opostegidae (Lepidoptera: Nepticuloidea). ZooKeys 628: 65-246. doi: 10.3897/zookeys.628.9799. (2016).	ICZN			
2f2e3baa-692f-4687-a338-5db7fffce49d		df8258ba-89af-4a4a-9a6b-e8afcb130702		2f2e3baa-692f-4687-a338-5db7fffce49d		synonym	species	Nepticula cerricolella (Klimesch, 1948) Johansson, 1971	(Klimesch, 1948) Johansson, 1971		Nepticula		cerricolella				Klimesch J. Neue Stigmella-Arten (Lep., Stigmellidae). Zeitschrift der Wiener Entomologischen Gesellschaft 31: 160-172, 161 pl. (1948).	ICZN			
720b0ddb-dcfd-48e6-bf61-744a261a4bb3		df8258ba-89af-4a4a-9a6b-e8afcb130702		720b0ddb-dcfd-48e6-bf61-744a261a4bb3		synonym	species	Stigmella cerricolella Klimesch, 1948	Klimesch, 1948		Stigmella		cerricolella				Klimesch J. Neue Stigmella-Arten (Lep., Stigmellidae). Zeitschrift der Wiener Entomologischen Gesellschaft 31: 160-172, 161 pl. (1948).	ICZN			
0e5ccc15-7225-485e-a6a9-7c933fd5f33d		df8258ba-89af-4a4a-9a6b-e8afcb130702		0e5ccc15-7225-485e-a6a9-7c933fd5f33d		synonym	species	Nepticula basiguttella Heinemann, 1862	Heinemann, 1862		Nepticula		basiguttella				Heinemann H von. Einige Bemerkungen über die Arten der Gattung Nepticula. Wiener Entomologische Monatschrift 6: 237-268. (1862).	ICZN			
17d5ad03-6c5e-42b2-93fc-56adf94839d6		d702dd23-8c61-49d1-80ed-9acc81c4d7ec		17d5ad03-6c5e-42b2-93fc-56adf94839d6		synonym	species	Nepticula argyrodoxa Meyrick, 1918	Meyrick, 1918		Nepticula		argyrodoxa				Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 2: 161-192. (1918).	ICZN			
bcfdda92-096f-4708-950b-b0c9e3343b2a		d9063f81-74e4-4488-bd15-5d0e21c4765c		bcfdda92-096f-4708-950b-b0c9e3343b2a		synonym	species	Nepticula alnetella Stainton, 1856	Stainton, 1856		Nepticula		alnetella				Stainton HT. Lepidoptera. New British species in 1855. Entomologist's Annual 1856: 26-45. (1856).	ICZN			
ca59591e-b720-4718-94b7-f81a4be53d3c		d99bb489-1438-4708-8138-dbbbcf2fac9b		ca59591e-b720-4718-94b7-f81a4be53d3c		synonym	species	Nepticula quercella Herrich-Schäffer, 1863	Herrich-Schäffer, 1863		Nepticula		quercella					ICZN			
a16d9b2f-d402-485c-81f7-a275c7a51d26		d99bb489-1438-4708-8138-dbbbcf2fac9b		a16d9b2f-d402-485c-81f7-a275c7a51d26		synonym	species	Nepticula chaoniella Herrich-Schäffer, 1863	Herrich-Schäffer, 1863		Nepticula		chaoniella				Herrich-Schäffer GAW. Vorläufiger Bericht über einen Ausflug ins Engadin. Correspondenz-Blatt des zoologisch-mineralogischen Vereines in Regensburg 17: 181-188. (1863).	ICZN			
ac713983-d5de-428a-a146-2d3bdbbfdffd		d99bb489-1438-4708-8138-dbbbcf2fac9b		ac713983-d5de-428a-a146-2d3bdbbfdffd		synonym	species	Lyonetia samiatella Zeller, 1839	Zeller, 1839		Lyonetia		samiatella				Zeller PC. Versuch einer naturgemässen Eintheilung der Schaben. Isis von Oken 1839: 167-220. (1839).	ICZN			
80966bc0-eb29-40a6-b274-b38aa864ea1c		d99bb489-1438-4708-8138-dbbbcf2fac9b		80966bc0-eb29-40a6-b274-b38aa864ea1c		synonym	species	Nepticula samiatella (Zeller, 1839) Zeller, 1848	(Zeller, 1839) Zeller, 1848		Nepticula		samiatella				Zeller PC. Die Gattungen der mit Augendeckeln versehenen blattminirenden Schaben. Linnaea Entomologica 3: 248-344, pl. 242. (1848).	ICZN			
dbd060da-14cc-43c8-bfb4-9cf48a842930		d6b29db8-d0ea-483e-8aa2-9d26ab7d28d9		dbd060da-14cc-43c8-bfb4-9cf48a842930		synonym	species	Nepticula macrolepidella Klimesch, 1978	Klimesch, 1978		Nepticula		macrolepidella				Klimesch J. Beitrag zur Kenntnis der Nepticulidenfauna von Anatolien und der Insel Rhodos (Lepidoptera, Nepticulidae). Tijdschrift voor Entomologie 121: 239-278. doi: http://biostor.org/reference/49889. (1978).	ICZN			
ca05e560-bf65-4fb7-8dc2-f2ce953f168d		d6025e25-47a6-4fd2-8635-5a1fca55a246		ca05e560-bf65-4fb7-8dc2-f2ce953f168d		synonym	species	Nepticula protosema Meyrick, 1921	Meyrick, 1921		Nepticula		protosema				Meyrick E. Descriptions of South African Micro-Lepidoptera. Annals of the Transvaal Museum 8: 49-148. (1921).	ICZN			
463c60f7-8408-4b4b-b104-138e4aaa9b77		d4c01be0-fdd2-4bbb-8f0f-c67236152b27		463c60f7-8408-4b4b-b104-138e4aaa9b77		synonym	species	Nepticula pallidiciliella (Klimesch, 1948) Wolff, 1955	(Klimesch, 1948) Wolff, 1955		Nepticula		pallidiciliella				Wolff NL. Nepticula repentiella n. sp. (Lepidoptera, Nepticulidae). Entomologiske Meddelelser 27: 82-90, pls. 81-84. (1955).	ICZN			
806b45e4-a34f-4689-b707-506ec39fc7a5		d4c01be0-fdd2-4bbb-8f0f-c67236152b27		806b45e4-a34f-4689-b707-506ec39fc7a5		synonym	species	Nepticula purpureae Skala, 1948	Skala, 1948		Nepticula		purpureae				Skala H. Zur Familie der Miner (Nepticulidae). Zeitschrift der Wiener Entomologischen Gesellschaft 32: 121-122. (1948).	ICZN			
abf27a60-4e85-4840-ac5e-f98968b73642		d5b2407d-9126-4f77-b5b4-043137fe42d0		abf27a60-4e85-4840-ac5e-f98968b73642		synonym	species	Nepticula hahniella Wörz, 1937	Wörz, 1937		Nepticula		hahniella				Wörz A. Nepticula hahniella spec. nov. m. Entomologische Rundschau 54: 290-292. (1937).	ICZN			
f5ccd2cc-54f8-48b6-ac38-6b3e734744c2		d4c22504-aab3-4abb-9fe4-322859279d0f		f5ccd2cc-54f8-48b6-ac38-6b3e734744c2		synonym	species	Nepticula prunifoliella Clemens, 1861	Clemens, 1861		Nepticula		prunifoliella				Clemens B. Micro-Lepidopterous larvae. Notes on a few species, the imagos of which are probably undescribed. Proceedings of the Entomological Society of Philadelphia 1: 75-87. (1861).	ICZN			
3be7e13a-d16b-4597-8859-9ab65d0b4a30		d4c22504-aab3-4abb-9fe4-322859279d0f		3be7e13a-d16b-4597-8859-9ab65d0b4a30		synonym	species	Nepticula bifasciella Clemens, 1862	Clemens, 1862		Nepticula		bifasciella				Newton PJ, Wilkinson C. A taxonomic revision of the North American species of Stigmella (Lepidoptera: Nepticulidae). Systematic Entomology 7: 367-463. doi: 10.1111/j.1365-3113.1982.tb00455.x. (1982).	ICZN			
5188ee2d-ce6a-4599-a455-f92988bb6a38		d4c22504-aab3-4abb-9fe4-322859279d0f		5188ee2d-ce6a-4599-a455-f92988bb6a38		synonym	species	Nepticula serotinaeella Chambers, 1873	Chambers, 1873		Nepticula		serotinaeella				Chambers VT. Micro-lepidoptera. Canadian Entomologist 5: 124-128. (1873).	ICZN			
12be2809-7a06-4c79-a26c-4494cac7c801		d4c22504-aab3-4abb-9fe4-322859279d0f		12be2809-7a06-4c79-a26c-4494cac7c801		synonym	species	Stigmella bifasciella (Clemens, 1862) Wilkinson et al., 1979	(Clemens, 1862) Wilkinson et al., 1979		Stigmella		bifasciella				Wilkinson C, Scoble MJ. The Nepticulidae (Lepidoptera) of Canada. Memoirs of the Entomological Society of Canada 111: 1-129. doi: 10.4039/entm111107fv. (1979).	ICZN			
075a3985-29e8-4e4b-a24e-65f71145f860		d2fb4f2d-1ef7-4f0a-8854-b64eeefd6284		075a3985-29e8-4e4b-a24e-65f71145f860		synonym	species	Nepticula unifasciella Chambers, 1875b	Chambers, 1875b		Nepticula		unifasciella				Chambers VT. Tineina of the Central United States. Cincinnati Quarterly Journal of Science 2: 97-121. (1875).	ICZN			
51c3ec3f-8dab-4265-8404-cc7593a3d5fa		d1aa7fde-c996-4632-bf26-c4d3910bcf86		51c3ec3f-8dab-4265-8404-cc7593a3d5fa		synonym	species	Nepticula condaliafoliella Busck, 1900	Busck, 1900		Nepticula		condaliafoliella				Busck A. New species of moths of the superfamily Tineina from Florida. Proceedings of the United States National Museum 23: 225-254, pl. 221. (1900).	ICZN			
4d2e09fd-d186-4c5f-8381-cd1d58f590bc		d2134139-b5fb-4497-83bf-487aa146ab34		4d2e09fd-d186-4c5f-8381-cd1d58f590bc		synonym	species	Nepticula ilicella Walsingham, 1891	Walsingham, 1891		Nepticula		ilicella				Nieukerken EJ van. Identity of two Nepticula species named by Walsingham (Lepidoptera: Nepticulidae, Tischeriidae). Tijdschrift voor Entomologie 147: 111-112. doi: http://www.nev.nl/tve/cat/info.php?artikelid=2411. (2004).	ICZN			
dbc6f807-5425-4bfb-a1c2-989a7b2177b2		d2134139-b5fb-4497-83bf-487aa146ab34		dbc6f807-5425-4bfb-a1c2-989a7b2177b2		synonym	species	Nepticula aureocapitella Millière, 1876	Millière, 1876		Nepticula		aureocapitella				Nieukerken EJ van, Johansson R. Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera). Zoologische Mededelingen (Leiden) 61: 459-474. (1987).	ICZN			
3aa27257-e0c2-4293-a61b-ed20ffdefbb4		d2134139-b5fb-4497-83bf-487aa146ab34		3aa27257-e0c2-4293-a61b-ed20ffdefbb4		synonym	species	Stigmella ilicivora (Peyerimhoff, 1871) Gerasimov, 1952	(Peyerimhoff, 1871) Gerasimov, 1952		Stigmella		ilicivora				Gerasimov AM. Nasekomye Cheshuekrylye. I, 2, Gusenicy 1. Zoological Institute, Academy of Sciences USSR, Moskva, Leningrad, Fauna SSSR N.S. 56: 1-338 pp. (1952).	ICZN			
9da37a8b-6069-437c-b748-c3ba2b07466a		d2134139-b5fb-4497-83bf-487aa146ab34		9da37a8b-6069-437c-b748-c3ba2b07466a		synonym	species	Stigmella ilicella (Walsingham, 1891) Le Marchand, 1946	(Walsingham, 1891) Le Marchand, 1946		Stigmella		ilicella				Walsingham L. Micro-Lepidoptera collected near Cannes, 1890. Entomologist's Monthly Magazine 27: 137-152. (1891).	ICZN			
910ff0cd-5fea-4aae-96ef-ff8deb0ee565		d2134139-b5fb-4497-83bf-487aa146ab34		910ff0cd-5fea-4aae-96ef-ff8deb0ee565		synonym	species	Nepticula ilicivora Peyerimhoff, 1871	Peyerimhoff, 1871		Nepticula		ilicivora				Peyerimhoff Hd. Mitteilungen der Schweizerischen Entomologischen Gesellschaft 3: 409-415. (1871).	ICZN			
8c3802e7-95d4-4304-96b0-534704b6ee1f		d2134139-b5fb-4497-83bf-487aa146ab34		8c3802e7-95d4-4304-96b0-534704b6ee1f		synonym	species	Nepticula aureocaputella Millière, 1876	Millière, 1876		Nepticula		aureocaputella				Nieukerken EJ van, Johansson R. Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera). Zoologische Mededelingen (Leiden) 61: 459-474. (1987).	ICZN			
addf7422-e21a-4f3e-8ef0-c0757108fd07		d2134139-b5fb-4497-83bf-487aa146ab34		addf7422-e21a-4f3e-8ef0-c0757108fd07		synonym	species	Nepticula suberivora Stainton, 1869	Stainton, 1869		Nepticula		suberivora				Stainton HT. Tineina observed at Cannes and Mentone in February and March 1867. In: Stainton HT (Ed) The Tineina of Southern Europe. John van Voorst, London, 216-232. (1869).	ICZN			
1146f19d-0306-4ecf-9fca-d4df0f324ae9		d18af1b1-635a-4176-8e9f-ea314c212080		1146f19d-0306-4ecf-9fca-d4df0f324ae9		synonym	species	Nepticula szoecsiella Borkowski, 1972	Borkowski, 1972		Nepticula		szoecsiella				Borkowski A. Studien an Nepticuliden (Lepidoptera). Teil V. Die europäischen Arten der Gattung Nepticula Heyden von Eichen. Polskie Pismo Entomologiczne 42: 767-799. (1972).	ICZN			
7240f95e-e6e7-4e7e-a2d4-0d73f8f55365		d05263aa-5341-4e8f-aefe-4d95464eee57		7240f95e-e6e7-4e7e-a2d4-0d73f8f55365		synonym	species	Nepticula rhamnella Herrich-Schäffer, 1860	Herrich-Schäffer, 1860		Nepticula		rhamnella				Herrich-Schäffer GAW. Revision der Europäischen Schmetterlingfauna. Correspondenzblatt für Sammler von Insecten, insbesondere von Schmetterlingen 1: 59-61. (1860).	ICZN			
4a6fd757-030a-4a54-85bb-06746a616c97		cf109a3f-262d-4868-92a1-e4b44c8f31ec		4a6fd757-030a-4a54-85bb-06746a616c97		synonym	species	Nepticula diniensis Klimesch, 1975	Klimesch, 1975		Nepticula		diniensis				Klimesch J. Über neue mediterrane und kanarische Nepticuliden (Lep., Nepticulidae). Mitteilungen der Münchner Entomologischen Gesellschaft 65: 1-28. (1975).	ICZN			
00e3e5ea-9504-427e-86cf-c914b690edf7		cf0242c9-bc1c-40c7-bc28-f58d3bcb9d49		00e3e5ea-9504-427e-86cf-c914b690edf7		synonym	species	Nepticula hodgkinsoni Stainton, 1884	Stainton, 1884		Nepticula		hodgkinsoni				Bradley JD, Fletcher DS, Whalley PES. Kloet and Hincks. A checklist of British Insects. Second Edition (Revised) part 2: Lepidoptera. Handbooks for the Identification of British Insects 11: 1-153. (1972).	ICZN			
00e0a228-47a5-41a9-82fa-6e22448393c7		cf0242c9-bc1c-40c7-bc28-f58d3bcb9d49		00e0a228-47a5-41a9-82fa-6e22448393c7		synonym	species	Stigmella hodgkinsoni (Stainton, 1884) Gerasimov, 1952	(Stainton, 1884) Gerasimov, 1952		Stigmella		hodgkinsoni				Stainton HT. Note on a new Nepticula bred from rose in Lancashire by Mr Hodgkinson. Entomologist's Monthly Magazine 21: 103. (1884).	ICZN			
53f11edf-ecf8-4347-8023-c13d3f4e8714		cf0242c9-bc1c-40c7-bc28-f58d3bcb9d49		53f11edf-ecf8-4347-8023-c13d3f4e8714		synonym	species	Nepticula centifoliella Zeller, 1848	Zeller, 1848		Nepticula		centifoliella				Zeller PC. Die Gattungen der mit Augendeckeln versehenen blattminirenden Schaben. Linnaea Entomologica 3: 248-344, pl. 242. (1848).	ICZN			
de028d39-8de5-4279-9bee-7ab0467fdff7		cf0242c9-bc1c-40c7-bc28-f58d3bcb9d49		de028d39-8de5-4279-9bee-7ab0467fdff7		ambiguous synonym	species	Nepticula centifoliella Heyden, 1843	Heyden, 1843		Nepticula		centifoliella				Heyden Cv. Vierte Sitzung, am 23. September. Amtlicher Bericht über die Versammlung der Gesellschaft deutscher Naturforscher und Aerzte zu Mainz 20: 208-209. (1843).	ICZN			
324f1f57-7f85-4435-a14b-f7c008a6122f		ce85b42f-e3ae-4e40-8cc9-e8af0f1ac1a9		324f1f57-7f85-4435-a14b-f7c008a6122f		synonym	species	Stigmella pulla Kemperman & Wilkinson, 1985	Kemperman & Wilkinson, 1985		Stigmella		pulla				Puplesis R. The Nepticulidae of eastern Europe and Asia. Western, central and eastern parts. Backhuys Publishers, Leiden: 290 pp. (1994).	ICZN			
72946568-86d2-4a0d-a0a3-7c8366d0591d		cb6f9f35-f8e0-4c9f-a947-0cc3d381528c		72946568-86d2-4a0d-a0a3-7c8366d0591d		synonym	species	Nepticula ceanothi Braun, 1910	Braun, 1910		Nepticula		ceanothi				Braun AF. New species of Tineina from California. Entomological News 21: 171-179. (1910).	ICZN			
000e6aca-93ce-4529-82ee-bb605510c33b		cb508524-0a6a-4b36-8ad6-cddeefaa4f84		000e6aca-93ce-4529-82ee-bb605510c33b		synonym	species	Nepticula argentifasciella Braun, 1912	Braun, 1912		Nepticula		argentifasciella				Braun AF. Notes on North American species of Nepticula, with descriptions of new species (Lepidoptera). Journal of the Cincinnati Society of Natural History 21: 84-101. (1912).	ICZN			
8a3992d4-d661-42c5-a8af-a6fa01bea9cb		cb125b4a-db75-4bec-8b4a-92d8810e2d6d		8a3992d4-d661-42c5-a8af-a6fa01bea9cb		synonym	species	Nepticula scandicella Jonasson in Krogerus et al., 1971	Jonasson in Krogerus et al., 1971		Nepticula		scandicella				Krogerus H, Opheim, M., Schantz, M. von, Svensson, I. & Wolff, N. Catalogus Lepidopterorum Fenniae et Scandinaviae, Microlepidoptera. Helsigin Hyönteisvaihtoyhdistys, Helsinki: 1-40 pp. (1971).	ICZN			
c46eeec8-f867-475e-b049-f4143e932c1d		cb125b4a-db75-4bec-8b4a-92d8810e2d6d		c46eeec8-f867-475e-b049-f4143e932c1d		synonym	species	Nepticula benanderella Wolff, 1955	Wolff, 1955		Nepticula		benanderella				Wolff NL. Nepticula benanderella n. sp. (Lep., Nepticulidae). Opuscula Entomologica 20: 49-53. (1955).	ICZN			
e6fc9a28-0aa0-42e2-a913-23f0c02567a7		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3		e6fc9a28-0aa0-42e2-a913-23f0c02567a7		synonym	species	Nepticula nigrobrunnella Groschke, 1939	Groschke, 1939		Nepticula		nigrobrunnella				Nieukerken EJ van, Johansson R. Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera). Zoologische Mededelingen (Leiden) 61: 459-474. (1987).	ICZN			
ff717f1f-5c62-40b2-9cab-26d493e8e252		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3		ff717f1f-5c62-40b2-9cab-26d493e8e252		synonym	species	Nepticula angustella Heinemann & Wocke, [1876]	Heinemann & Wocke, [1876]		Nepticula		angustella				Heinemann H von, Wocke MF. Die Schmetterlinge Deutschlands und der Schweiz. Zweite Abtheilung. Kleinschmetterlinge. Band 2. Die Motten und Federmotten. Heft 2. C. A. Schwetke und Sohn, Braunschweig: 389-825, v-vi, tabelle 381-102 pp. ([1876]).	ICZN			
ce27155e-746f-419e-9b1e-e45a1df53779		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3		ce27155e-746f-419e-9b1e-e45a1df53779		synonym	species	Nepticula nigrobrunella auct.			Nepticula		nigrobrunella					ICZN			
26267f8d-654d-4bc3-a825-2d22d5134c13		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3		26267f8d-654d-4bc3-a825-2d22d5134c13		synonym	species	Nepticula malella Stainton, 1854	Stainton, 1854		Nepticula		malella				Stainton HT. Insecta Brittanica. Lepidoptera: Tineina. Lovell Reeve, London., London: viii, 313 pp. doi: 10.5962/bhl.title.9558. (1854).	ICZN			
4c4d95c5-550b-436f-a16c-020ff33f736e		c87086a4-7d1b-4dc9-8ccd-a49080fa49f3		4c4d95c5-550b-436f-a16c-020ff33f736e		synonym	species	Stigmella nigrobrunnella (Groschke, 1939) Hering, 1957	(Groschke, 1939) Hering, 1957		Stigmella		nigrobrunnella				Hering EM. Bestimmungstabellen der Blattminnen von Europa, 3 vols. Junk, 's-Gravenhage: 1185 pp. (1957).	ICZN			
f358d4dc-c6e2-491e-ac55-c14f5a09a267		c7897834-386b-411c-89e0-d3a71b3cdc9f		f358d4dc-c6e2-491e-ac55-c14f5a09a267		synonym	species	Stigmella regina Puplesis, 1984	Puplesis, 1984		Stigmella		regina				Puplesis RK. K sisteme molej-malyutok (Lepidoptera, Nepticulidae) palearkticeskoj fauny. (To the classification of nepticulids (Lepidoptera, Nepticulidae) of the Palaearctic fauna). Entomologicheskoe Obozrenie 63: 582-597. (1984).	ICZN			
679e40ae-d32e-4dd7-9140-7f9893713b0d		5050e926-18e8-46b6-90d7-dd1fe22e38a6		679e40ae-d32e-4dd7-9140-7f9893713b0d		synonym	species	Stigmella scinanella Wilkinson & Scoble, 1979	Wilkinson & Scoble, 1979		Stigmella		scinanella				Wilkinson C, Scoble MJ. The Nepticulidae (Lepidoptera) of Canada. Memoirs of the Entomological Society of Canada 111: 1-129. doi: 10.4039/entm111107fv. (1979).	ICZN			
88596f28-c26e-4bd0-92d3-364c6fcde715		5050e926-18e8-46b6-90d7-dd1fe22e38a6		88596f28-c26e-4bd0-92d3-364c6fcde715		synonym	species	Nepticula purpuratella Braun, 1917	Braun, 1917		Nepticula		purpuratella				Braun AF. Nepticulidae of North America. Transactions of the American Entomological Society 43: 155-209, pls. 155-158. (1917).	ICZN			
d3ba2556-baa2-4d34-b23c-131d8c16e6b1		4ec1fdbd-4c04-42ca-85c2-749cc609e848		d3ba2556-baa2-4d34-b23c-131d8c16e6b1		synonym	species	Nepticula sorbi Stainton, 1861	Stainton, 1861		Nepticula		sorbi				Stainton HT. Lepidoptera. New British species in 1860. Entomologist's Annual 1861: 82-92. (1861).	ICZN			
235c31a3-96a8-4065-83d5-2b75e722b0a6		4ec1fdbd-4c04-42ca-85c2-749cc609e848		235c31a3-96a8-4065-83d5-2b75e722b0a6		synonym	species	Stigmella cotoneastrella (Weber, 1936) Hering, 1957	(Weber, 1936) Hering, 1957		Stigmella		cotoneastrella				Hering EM. Bestimmungstabellen der Blattminnen von Europa, 3 vols. Junk, 's-Gravenhage: 1185 pp. (1957).	ICZN			
23c9ccd5-504f-4ca6-801f-e88cf8595d14		4ec1fdbd-4c04-42ca-85c2-749cc609e848		23c9ccd5-504f-4ca6-801f-e88cf8595d14		synonym	species	Nepticula sorbiella Porritt, 1883	Porritt, 1883		Nepticula		sorbiella				Porritt GT. List of Yorkshire Lepidoptera. Transactions of the Yorkshire Naturalist's Union, Series D Entomology 2: 1-198. doi: http://dx.doi.org/10.5962/bhl.title.7900. (1883).	ICZN			
52d60fb7-a833-4115-b187-90afb8c6c459		4fa974dc-9560-4c36-a074-789065ad00f1		52d60fb7-a833-4115-b187-90afb8c6c459		synonym	species	Nepticula zangherii Klimesch, 1951	Klimesch, 1951		Nepticula		zangherii				Klimesch J. Nuova specie di Nepticula della Romagna (Lep., Nepticulidae). Nepticula Zangherii spec. nov. Bollettino della Società Entomologica Italiana 81: 61-62. (1951).	ICZN			
c6121f0e-83d9-4770-8a6b-ec999289602f		4f9c4dd1-09c0-4c11-8bdb-783ee34ed36d		c6121f0e-83d9-4770-8a6b-ec999289602f		synonym	species	Nepticula macrocarpae Freeman, 1967	Freeman, 1967		Nepticula		macrocarpae				Freeman TN. A new species of Nepticula on Bur Oak in Ontario (Nepticulidae). Journal of Research on the Lepidoptera 6: 19-21. (1967).	ICZN			
ebabdb29-932d-4e3c-b16c-fad501d9b717		4f9c4dd1-09c0-4c11-8bdb-783ee34ed36d		ebabdb29-932d-4e3c-b16c-fad501d9b717		synonym	species	Stigmella latifasciella (Chambers in Hayden, 1878) Wilkinson et al., 1979	(Chambers in Hayden, 1878) Wilkinson et al., 1979		Stigmella		latifasciella				Wilkinson C, Scoble MJ. The Nepticulidae (Lepidoptera) of Canada. Memoirs of the Entomological Society of Canada 111: 1-129. doi: 10.4039/entm111107fv. (1979).	ICZN			
